"SHCODE","YEAR","N0M15","PRIM15","PRICM15","SECM15","SECCM15","HIGHM15","HIGHCM15","TYRM15","PYRM15","SYRM15","HYRM15"
1,1960,76,20.4,5.9,3.1,0.6,0.4,0.3,1.14,1,0.12,0.01
1,1965,82.6,11.3,3.6,5.2,1.8,0.7,0.3,1.06,0.8,0.24,0.02
1,1970,58.2,30.9,10.4,10.2,3.6,0.6,0,2.32,1.88,0.42,0.01
1,1975,51.2,35.7,12.2,11.9,3.8,1.3,0.3,2.78,2.23,0.52,0.03
1,1980,42.4,39.8,13.6,15.1,4.3,2.6,0.7,3.44,2.67,0.7,0.07
1,1985,34.7,39.9,13.7,21.1,5.6,4.3,1.4,4.25,3.13,1,0.11
1,1990,28.7,38.7,13.3,26.2,8,6.5,2.3,5.07,3.52,1.38,0.18
3,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.6,0,0.6,0.5,1.79769313486232e+308,1.79769313486232e+308,0.05,0.02
3,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.2,0.1,0.5,0.4,1.79769313486232e+308,1.79769313486232e+308,0.07,0.02
3,1970,87.8,9.8,2.2,2.3,0.3,0,0,0.65,0.58,0.08,0
3,1975,83.3,12.3,2.7,4.2,0.6,0.1,0,0.98,0.82,0.15,0
3,1980,76.5,15.1,3.2,7.9,2.5,0.5,0.1,1.58,1.22,0.34,0.01
3,1985,67.5,22.2,4.7,9.1,1.7,1.1,0.3,2.08,1.66,0.39,0.03
3,1990,60.5,28,5.8,9.8,1.7,1.7,0.7,2.48,1.99,0.45,0.05
4,1960,71.3,24.6,14.3,3.9,0.9,0.3,0.2,1.81,1.65,0.15,0.01
4,1965,69.9,26.2,11.7,3.6,0.8,0.2,0.2,1.73,1.59,0.13,0.01
4,1970,66,27.8,7.1,5.3,1.1,0.7,0.6,1.89,1.65,0.22,0.03
4,1975,61.6,31.5,16.1,6.2,1.4,0.7,0.4,2.42,2.15,0.25,0.02
4,1980,50.3,39.4,14.3,9.9,3,0.6,0.3,3.02,2.62,0.39,0.02
4,1985,46.5,41.3,17.1,11.2,2.1,1.1,0.4,3.37,2.9,0.43,0.03
4,1990,40.2,43.5,19.6,14.8,2.1,1.5,0.7,3.95,3.35,0.56,0.04
7,1960,58.3,27.4,5.8,14.5,3.8,0,0,2.56,1.87,0.7,0
7,1965,55.5,31.5,6.6,13,3.3,0.1,0,2.56,1.93,0.63,0
7,1970,50.4,37.4,7.7,12,2.9,0.2,0.1,2.68,2.09,0.58,0.01
7,1975,46.3,41,8.3,12.3,2.6,0.5,0.1,2.86,2.25,0.6,0.01
7,1980,42.4,43.8,8.7,13.1,2.6,0.8,0.3,3.09,2.41,0.66,0.02
7,1985,37.8,46.9,9.2,13.9,2.7,1.3,0.4,3.37,2.6,0.73,0.04
7,1990,33.5,49.4,9.6,16,3,1.1,0.7,3.64,2.8,0.81,0.04
9,1960,85.8,7.5,1.7,6.5,1.7,0.3,0.2,1.02,0.68,0.33,0.01
9,1965,82.8,11,2.5,6,1.5,0.2,0.2,1.08,0.77,0.3,0.01
9,1970,76.7,17.1,3.7,6,1.4,0.2,0.1,1.3,1,0.29,0.01
9,1975,68.7,24.5,5.3,6.6,1.3,0.3,0.1,1.64,1.3,0.32,0.01
9,1980,63.4,28.2,5.9,7.9,1.4,0.5,0.2,1.93,1.53,0.39,0.01
9,1985,57.1,33.7,7,8.5,1.7,0.7,0.3,2.23,1.77,0.44,0.02
9,1990,51.1,39.1,8,8.8,1.8,1,0.5,2.5,2,0.47,0.03
12,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.8,2.9,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.13
12,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.3,2.4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.11
12,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.3,2.2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.11
12,1975,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.2,1.9,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1
12,1980,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.8,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.08
12,1985,30.3,24.2,6.6,41.4,8.8,4.2,1.8,5.99,3.66,2.21,0.12
12,1990,33.5,23.1,6.3,38.7,8.8,4.8,2.7,5.79,3.49,2.15,0.15
13,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.2,0.2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.03
13,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.3,0.5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.06
13,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.2,0.7,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.08
13,1975,70.5,15.1,4.7,10.5,1,4.1,0.7,2.16,1.47,0.59,0.1
13,1980,60.3,18.9,5.9,13.5,2.4,7.3,3,3.11,1.99,0.91,0.21
13,1985,42.4,21.8,6.8,30.2,10.4,5.6,0.6,4.69,3.01,1.56,0.12
13,1990,37.2,21.5,6.6,32.9,10.9,8.5,4.3,5.4,3.32,1.82,0.25
16,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6.9,1.6,0.4,0.3,1.79769313486232e+308,1.79769313486232e+308,0.4,0.01
16,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,7.3,1.5,0.3,0.3,1.79769313486232e+308,1.79769313486232e+308,0.42,0.01
16,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,7.7,1.7,0.3,0.2,1.79769313486232e+308,1.79769313486232e+308,0.44,0.01
16,1975,88.5,3.1,1.5,8.2,1.8,0.2,0.2,1.12,0.65,0.46,0.01
16,1980,85.5,5.2,1.8,9.2,1.6,0.2,0.2,1.28,0.77,0.51,0.01
16,1985,76.8,11.3,3.8,11.7,1.5,0.2,0.1,1.8,1.17,0.63,0.01
16,1990,66.4,19.8,6.7,13.7,1.7,0.1,0.1,2.36,1.63,0.73,0.01
17,1960,69.4,27,5.8,2.8,0.5,1,0.8,1.46,1.21,0.21,0.04
17,1965,67.3,26.7,5.6,5,0.5,1,0.7,1.66,1.33,0.3,0.03
17,1970,53.5,7.8,1.4,38.1,7.6,0.6,0.3,4.49,2.6,1.88,0.02
17,1975,48.1,12.3,2.3,38.8,5.9,0.8,0.4,4.68,2.81,1.85,0.02
17,1980,42.3,17.5,3.2,39.2,5.1,1,0.5,4.91,3.03,1.85,0.03
17,1985,37.5,20.5,3.7,40.8,4.6,1.2,0.6,5.19,3.24,1.91,0.04
17,1990,35.8,21.8,3.9,41,4.3,1.3,0.7,5.27,3.31,1.92,0.04
19,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0.2,0.2,1.79769313486232e+308,1.79769313486232e+308,0.02,0.01
19,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0.2,0.1,1.79769313486232e+308,1.79769313486232e+308,0.02,0.01
19,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0.1,0.1,1.79769313486232e+308,1.79769313486232e+308,0.02,0.01
19,1975,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.4,0.1,0.1,0.1,1.79769313486232e+308,1.79769313486232e+308,0.03,0
19,1980,91.1,8,0.5,0.8,0.2,0.1,0.1,0.26,0.21,0.05,0
19,1985,79.3,18.5,1.9,2.1,0.5,0.1,0.1,0.62,0.5,0.12,0
19,1990,70.5,27.6,2.8,1.8,0.4,0.1,0.1,0.79,0.68,0.1,0
21,1960,59.3,37,14,3.3,0.6,0.4,0.3,2.22,2.04,0.17,0.01
21,1965,56.3,39.9,16.1,3.4,0.4,0.4,0.2,2.4,2.22,0.17,0.01
21,1970,53.1,38.7,19.7,7.6,0.5,0.5,0.2,2.98,2.62,0.35,0.02
21,1975,50.5,40.1,15.7,8.7,0.6,0.6,0.3,3.03,2.61,0.4,0.02
21,1980,33.1,47,17.5,19.1,1.6,0.7,0.4,4.51,3.65,0.84,0.02
21,1985,28.6,58.6,21.6,11.9,0.8,0.9,0.5,4.28,3.71,0.55,0.03
21,1990,27.9,56.1,21.4,14.7,1,1.3,0.6,4.55,3.83,0.68,0.04
22,1960,40.3,57.6,14.9,2,0.5,0.1,0,2.76,2.68,0.07,0
22,1965,43.3,54.4,12.5,2.1,0.4,0.2,0.1,2.59,2.5,0.08,0
22,1970,44.5,53,7.9,2.3,0.5,0.2,0.1,2.41,2.31,0.09,0.01
22,1975,36.4,53.3,9,10.4,2.5,0.1,0,2.95,2.58,0.37,0
22,1980,38.4,51.2,1.3,10.1,2.3,0.2,0,2.93,2.56,0.36,0.01
22,1985,39.9,49.9,3.1,9.8,2.2,0.4,0.2,2.93,2.56,0.36,0.01
22,1990,39.7,48.3,3.5,11.5,2.1,0.5,0.3,3.08,2.65,0.41,0.02
23,1960,83.5,12.3,6.1,2.9,0.8,1.3,0.8,1.03,0.8,0.19,0.04
23,1965,79.6,15.8,5.9,3.4,0.8,1.2,0.8,1.16,0.92,0.2,0.04
23,1970,74.4,19.4,7.2,5,1.1,1.2,0.7,1.46,1.17,0.25,0.04
23,1975,70.4,12,3.4,15.7,6.7,1.8,1,2.35,1.51,0.78,0.06
23,1980,62.3,17.9,5.4,17.8,4.8,2,1.1,2.75,1.89,0.8,0.06
23,1985,53.8,26.4,8.1,17.6,4.3,2.2,1.2,3.09,2.23,0.79,0.07
23,1990,53.8,27.7,8.4,15.8,3.4,2.7,1.3,3.02,2.2,0.74,0.08
25,1960,52,46.6,17.9,1.3,0.3,0,0,2.73,2.69,0.04,0
25,1965,48.8,49.8,18,1.3,0.3,0,0,2.86,2.82,0.04,0
25,1970,50.8,47.7,14.6,1.3,0.3,0.1,0,2.66,2.61,0.05,0
25,1975,35.8,59.3,9.8,4.7,1.8,0.3,0.1,3.34,3.16,0.18,0.01
25,1980,38.9,56.5,21.6,4.2,1.5,0.4,0.2,3.66,3.49,0.16,0.01
25,1985,33.9,58.1,14.3,7.5,3.2,0.6,0.5,3.87,3.55,0.3,0.02
25,1990,36.9,56.2,8.3,6.3,2.1,0.7,0.5,3.41,3.14,0.24,0.02
26,1960,92.2,7.4,2.7,0.1,0,0.3,0.3,0.52,0.49,0.01,0.01
26,1965,91.6,8,2.7,0.1,0,0.3,0.2,0.54,0.52,0.01,0.01
26,1970,88.3,11.1,3.3,0.1,0,0.3,0.2,0.7,0.68,0.01,0.01
26,1975,86.8,11.2,3.3,1.6,0.2,0.4,0.2,0.88,0.83,0.04,0.01
26,1980,84.5,12.2,3.2,2.9,0.3,0.4,0.3,1.06,0.99,0.06,0.01
26,1985,83.1,13,3.8,3.3,0.5,0.6,0.3,1.2,1.11,0.08,0.02
26,1990,82.6,12.8,4,3.8,0.6,0.7,0.4,1.27,1.16,0.09,0.02
28,1960,28.7,51.7,12.7,18.5,3.5,1.2,0.5,3.76,3.11,0.61,0.04
28,1965,27,50.5,23.7,21.6,4.3,1,0.5,4.31,3.58,0.7,0.03
28,1970,16.6,55.6,23.2,26.2,6.5,1.5,0.3,4.95,4.02,0.89,0.04
28,1975,19.7,50.6,25.2,28,7.9,1.6,0.5,5.07,4.05,0.98,0.04
28,1980,10.3,50.6,23.5,35.3,12.1,4.1,1.8,6.09,4.58,1.39,0.12
28,1985,9.9,50.3,18.7,36.2,17,3.6,1.6,6.07,4.46,1.51,0.1
28,1990,9.4,47.1,5.3,41.2,31.8,2.3,0.9,6.19,4.18,1.94,0.06
30,1960,72.9,23.1,5.2,4,1.1,0,0,0.91,0.73,0.18,0
30,1965,67.3,29.1,6.5,3.6,0.9,0,0,1.02,0.86,0.16,0
30,1970,65,31.5,7,3.4,0.8,0.1,0,1.07,0.91,0.16,0
30,1975,62.1,34.9,7.8,2.9,0.8,0.1,0.1,1.11,0.97,0.14,0
30,1980,57.4,39.9,8.7,2.5,0.6,0.1,0.1,1.2,1.08,0.12,0
30,1985,58.2,39.4,8.4,2.3,0.6,0.1,0.1,1.17,1.05,0.11,0
30,1990,56,41.8,8.7,2,0.5,0.2,0.1,1.2,1.1,0.1,0.01
31,1960,89.7,9,2,1,0.2,0.2,0.2,0.48,0.41,0.06,0.01
31,1965,90.6,8.1,1.8,1.2,0.2,0.2,0.1,0.45,0.38,0.07,0.01
31,1970,90,8.7,1.9,1.2,0.3,0.1,0.1,0.46,0.39,0.06,0
31,1975,83.1,15,3.4,1.5,0.2,0.4,0.3,0.77,0.66,0.09,0.01
31,1980,82.1,15.2,3.3,2.3,0.3,0.4,0.2,0.86,0.72,0.13,0.01
31,1985,80.8,15.2,3.2,3.4,0.5,0.5,0.2,0.99,0.79,0.18,0.01
31,1990,77.6,17.4,3.6,4.4,0.7,0.6,0.3,1.18,0.93,0.24,0.02
33,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5.2,1.2,0.4,0.4,1.79769313486232e+308,1.79769313486232e+308,0.22,0.02
33,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4.7,1.1,0.4,0.3,1.79769313486232e+308,1.79769313486232e+308,0.2,0.01
33,1970,69.3,25.9,7.6,4.4,1,0.4,0.3,1.49,1.29,0.18,0.01
33,1975,60.3,35.3,10.6,4,0.9,0.4,0.3,1.83,1.64,0.17,0.01
33,1980,55.9,40.1,12.2,3.7,0.8,0.4,0.3,1.99,1.82,0.16,0.01
33,1985,51,45.3,13,3.3,0.8,0.4,0.3,2.13,1.97,0.15,0.01
33,1990,48.2,47.2,15.6,4.1,0.6,0.5,0.3,2.35,2.16,0.17,0.02
34,1960,49.6,44.2,9.3,5.7,1.3,0.6,0.4,2.31,1.98,0.31,0.02
34,1965,53.8,39.5,8.3,6,1.2,0.7,0.4,2.18,1.83,0.33,0.02
34,1970,55.7,36.6,7.6,6.8,1.2,0.9,0.5,2.19,1.79,0.37,0.03
34,1975,37.6,54.1,11.1,7.1,1.4,1.3,0.6,2.91,2.46,0.42,0.04
34,1980,42.5,48.3,9.8,7.3,1.4,1.8,0.8,2.8,2.29,0.46,0.05
34,1985,45,45,9.1,8,1.5,2.1,1.1,2.79,2.22,0.51,0.06
34,1990,45.6,43.1,8.7,9,1.5,2.4,1.3,2.88,2.23,0.57,0.07
36,1960,89.5,6.4,5.2,3.6,1.3,0.5,0.3,0.95,0.69,0.24,0.02
36,1965,86.8,8.7,4.5,4,1,0.5,0.3,1.04,0.77,0.25,0.02
36,1970,83.7,10.9,4.2,4.9,0.9,0.5,0.3,1.22,0.91,0.3,0.02
36,1975,73.4,17,6.2,9.1,1.6,0.7,0.4,2.06,1.5,0.54,0.02
36,1980,70.5,18.4,6.5,10.4,1.4,0.8,0.5,2.27,1.65,0.6,0.02
36,1985,68.8,17.9,6.9,12.4,1.4,0.9,0.5,2.53,1.8,0.71,0.03
36,1990,62.2,23.8,8.5,12.8,1.5,1.1,0.6,2.89,2.11,0.75,0.03
38,1960,46.1,26.1,15.2,27.7,6.1,0,0,4.23,3.38,0.84,0
38,1965,47.6,27.1,11,24.4,5.6,0.8,0.7,3.92,3.1,0.79,0.03
38,1970,38.6,28.2,5.4,29,8.1,4,2.4,4.74,3.49,1.13,0.13
38,1975,41.2,28.9,10.1,25.2,5.2,4.6,2.6,4.59,3.45,0.99,0.15
38,1980,46.3,40.9,15.7,12.7,2.4,0,0,3.24,2.87,0.38,0
38,1985,18,50.7,19.8,29,4.8,2.3,0.2,5.66,4.66,0.96,0.04
38,1990,23.4,41.1,18.6,31.4,3.7,4.1,1.6,5.77,4.58,1.08,0.11
39,1960,78.1,19.2,4.4,2.6,0.6,0.1,0,0.72,0.58,0.14,0
39,1965,75.6,21.2,5.1,3,0.7,0.3,0.1,0.83,0.66,0.17,0.01
39,1970,73.3,22.3,5.8,3.9,0.7,0.6,0.2,0.99,0.74,0.23,0.02
39,1975,69.6,23,6.6,6.5,1.1,0.9,0.4,1.28,0.89,0.37,0.02
39,1980,64.2,26.3,7.8,8.4,2.1,1.1,0.6,1.61,1.06,0.51,0.03
39,1985,58.1,32.4,9.7,8.5,3.2,0.9,0.4,1.79,1.22,0.54,0.03
39,1990,54.9,33.2,10.1,10.7,2.6,1.2,0.6,2.01,1.34,0.63,0.04
40,1960,64.4,27.6,11.2,7.4,2.2,0.6,0.5,2.43,2.19,0.22,0.02
40,1965,62.9,29.4,8.1,7.2,2.3,0.5,0.4,2.34,2.12,0.21,0.02
40,1970,58.5,32.6,14.1,8.4,1.8,0.5,0.3,2.82,2.58,0.22,0.02
40,1975,41.3,37.9,11.2,19.9,5.5,0.9,0.3,4.19,3.63,0.54,0.02
40,1980,38.6,48.4,17.5,11.5,1.7,1.5,0.6,4.04,3.68,0.32,0.04
40,1985,34.3,50.2,19.3,13.5,1.8,2,1,4.47,4.02,0.39,0.06
40,1990,30.9,51.4,20.3,15.2,1.9,2.5,1.3,4.8,4.28,0.44,0.08
41,1960,20.3,72.9,13.1,2.2,0.1,4.9,3.9,4.07,3.51,0.38,0.18
41,1965,28.8,65.2,11.7,2.3,0.1,3.9,3.1,3.59,3.12,0.33,0.14
41,1970,33.8,60.7,10.9,2.4,0.1,3.2,2.5,3.31,2.9,0.29,0.12
41,1975,38,56.9,10.2,2.5,0.2,2.7,2.1,3.07,2.71,0.26,0.09
41,1980,35.8,59.4,10.8,2.5,0.1,2.2,1.7,3.11,2.79,0.24,0.08
41,1985,28.9,66.7,12,2.6,0.2,1.9,1.4,3.35,3.07,0.22,0.07
41,1990,32.4,63.2,11.4,3,0.2,1.5,1.2,3.2,2.93,0.22,0.05
42,1960,89.2,10.9,3.3,0,0,0,0,0.43,0.43,0,0
42,1965,82.6,16,5.5,1.4,0,0,0,0.79,0.73,0.06,0
42,1970,74.8,22.3,9.8,2.6,0.5,0.2,0,1.27,1.13,0.13,0
42,1975,65.9,27.5,8.7,6.2,0.3,0.5,0.1,1.78,1.48,0.29,0.01
42,1980,53.9,21.5,7,22.7,2.4,1.9,1,3.51,2.33,1.11,0.06
42,1985,41.7,33.4,11,22.8,2.6,2.2,1.2,4.04,2.83,1.14,0.07
42,1990,37.5,37.1,12.6,23,2.4,2.5,1.4,4.26,3.02,1.16,0.08
43,1960,86,8.2,2.6,4.5,0.9,1.3,1,0.96,0.67,0.24,0.05
43,1965,77.9,14.6,4.6,6.3,1.4,1.2,0.7,1.37,1.03,0.31,0.04
43,1970,63.9,25.2,7.8,10,2,0.8,0.2,2.08,1.64,0.41,0.02
43,1975,54.3,26.9,8.3,17.2,6.2,1.6,0.6,3.03,2.19,0.8,0.04
43,1980,41.8,35.4,10.9,20,8.9,2.7,1.4,3.87,2.76,1.03,0.08
43,1985,39.8,31.9,9.8,24.8,10,3.7,2.1,4.33,2.95,1.26,0.12
43,1990,32.7,35.5,10.8,27.1,10.9,4.7,2.6,4.87,3.3,1.42,0.15
44,1960,63.4,30.4,9,6.4,1.9,0,0,1.75,1.56,0.18,0
44,1965,60.3,34.1,9.5,5.6,0.6,0.1,0,1.79,1.65,0.14,0
44,1970,48.7,45.7,8.1,5.6,0.2,0.2,0,2.1,1.97,0.13,0
44,1975,51.8,42.3,10.3,5.5,0.3,0.3,0.1,2.08,1.93,0.14,0.01
44,1980,53.2,40.7,11.9,5.7,0.4,0.4,0.2,2.1,1.94,0.14,0.01
44,1985,53.9,39,12.4,6.5,0.4,0.5,0.3,2.15,1.96,0.17,0.02
44,1990,51,45.2,13.6,3.2,0.5,0.7,0.3,2.12,1.99,0.11,0.02
45,1960,64.5,32.9,4.2,2.6,0.5,0,0,1.35,1.27,0.07,0
45,1965,60.2,36.3,7.4,3.5,0.6,0.1,0,1.62,1.52,0.1,0
45,1970,56.9,37.8,9.8,5,0.7,0.3,0.1,1.9,1.75,0.15,0.01
45,1975,50.5,41.1,12.2,7.8,1,0.6,0.2,2.35,2.1,0.23,0.02
45,1980,46.1,37.7,12.5,15.4,1.6,0.8,0.4,2.93,2.48,0.42,0.02
45,1985,42.5,26.8,11.4,29.6,3.2,1.1,0.5,3.82,2.99,0.79,0.03
45,1990,39.1,30.4,12.6,29,6.3,1.5,0.7,4.09,3.12,0.92,0.04
46,1960,36.5,53.8,9.7,8.8,2.4,0.9,0.7,3.8,3.31,0.45,0.03
46,1965,37.7,52.8,19.3,8.7,2.2,0.7,0.6,4.11,3.65,0.44,0.03
46,1970,39.9,49.8,16.4,9.7,2.7,0.7,0.5,3.99,3.48,0.48,0.02
46,1975,34.4,54.2,17,10.2,2.1,1.2,0.5,4.31,3.76,0.52,0.03
46,1980,26.6,50.7,18.6,22.2,4.5,0.5,0,5.6,4.58,1.01,0.01
46,1985,23.6,54.3,21.1,21.3,3.5,0.7,0.3,5.76,4.78,0.97,0.02
46,1990,20.9,57.5,23,20.6,2.9,1.1,0.5,5.93,4.95,0.95,0.03
47,1960,45.8,50.4,13.4,2.6,0.1,1,0.8,1.98,1.77,0.17,0.04
47,1965,41,54.8,19.9,3.4,0.2,0.8,0.7,2.3,2.08,0.19,0.03
47,1970,33,62,14.5,4.1,0,0.9,0.5,2.41,2.16,0.22,0.03
47,1975,33.8,59.9,19,5.2,0.1,1.2,0.6,2.6,2.29,0.28,0.03
47,1980,34.9,58,20.5,6,0.2,1.1,0.7,2.67,2.32,0.31,0.04
47,1985,29,53.9,18.9,15.4,0.3,1.6,0.7,3.44,2.67,0.72,0.05
47,1990,22.9,52.3,19.4,22.4,0.9,2.4,1,4.16,3.03,1.06,0.07
49,1960,2.2,80.1,45.6,17.1,1.1,1.1,0.7,5.88,4.87,0.98,0.04
49,1965,0,72.4,15.2,26.7,1.6,1.3,0.6,5.83,4.31,1.49,0.04
49,1970,0.8,22,4.5,75.6,8.4,1.5,0.6,9.61,5.42,4.15,0.04
49,1975,1.8,22.6,4.9,72.5,8.6,3.2,0.8,9.58,5.36,4.13,0.08
49,1980,1.5,60.9,13.4,32.6,2,5,1.8,6.72,4.49,2.09,0.14
49,1985,2,52.7,11.6,38,3.3,7.2,2.8,7.43,4.65,2.58,0.2
49,1990,1.5,47.8,10.5,42.5,4.2,8.2,4.2,7.95,4.79,2.91,0.25
50,1960,1.4,26.6,15.4,41.2,15.6,30.8,9.3,9.94,5.58,3.55,0.8
50,1965,2.3,28.2,15.9,39.6,13.4,30,8.6,9.66,5.5,3.39,0.77
50,1970,1,32.5,16.5,35.6,11.5,30.9,8.3,9.51,5.46,3.27,0.78
50,1975,1.4,24.9,10.2,41.7,13,32,8.5,9.85,5.48,3.56,0.81
50,1980,1.4,19.3,8.1,41.8,13.6,37.4,10.2,10.42,5.57,3.9,0.95
50,1985,0.8,17.2,13,61.6,24.2,20.1,4.3,10.09,5.81,3.79,0.49
50,1990,0.8,13.6,10.3,63.8,26.7,22,5.1,10.44,5.86,4.03,0.54
51,1960,17,69.5,18.9,11.1,3.1,2.4,1.1,4.05,3.46,0.52,0.07
51,1965,17.4,69.1,22.2,10.6,3,3,1.3,4.17,3.55,0.53,0.09
51,1970,17.4,69,14.6,10.6,3.9,3,0.8,3.95,3.33,0.55,0.08
51,1975,11.8,64.7,23.6,17.9,7.1,5.7,1.4,5.16,4.06,0.96,0.14
51,1980,11,63.2,16,16.8,3.9,9.1,3,5.21,3.93,1.04,0.24
51,1985,11,61.9,15.3,15.7,3.5,11.5,5,5.39,3.94,1.11,0.33
51,1990,11.3,60.4,14.8,14.6,3,13.7,6.5,5.54,3.96,1.18,0.4
53,1960,33.3,62.2,16.7,3.4,0.6,1,0.5,2.81,2.63,0.15,0.03
53,1965,35.7,58.9,11.9,4.1,0.5,1.3,0.6,2.67,2.45,0.18,0.04
53,1970,31.6,48.9,5.8,17.1,3.1,2.4,0.9,3.49,2.81,0.61,0.07
53,1975,33.8,44,8.4,18.5,2.5,3.7,1.3,3.7,2.9,0.69,0.1
53,1980,34.7,41.1,9.1,18.5,2.9,5.6,2,3.93,2.96,0.82,0.15
53,1985,34.4,40.1,9.3,17.4,2.8,8.2,3,4.19,3.01,0.95,0.22
53,1990,34,40,9.4,14.8,2.2,11.3,4.5,4.42,3.04,1.06,0.32
54,1960,52.4,40.6,7.1,6.4,2.5,0.8,0.3,2.19,1.86,0.31,0.02
54,1965,49.6,42.1,8.9,7.1,2,1.1,0.4,2.39,2.02,0.34,0.03
54,1970,37.5,49.1,11.2,10,2.8,3.3,1.8,3.3,2.61,0.59,0.1
54,1975,36.2,50.5,11.9,8.9,2.3,4.3,1.8,3.39,2.67,0.6,0.12
54,1980,27.1,63.3,15.4,7.2,1.4,2.7,1.2,3.46,2.96,0.42,0.08
54,1985,28.6,61,14.9,4.6,0.4,5.8,1.4,3.55,2.9,0.5,0.14
54,1990,31.7,57.2,14.1,3.2,0.4,8,3.1,3.6,2.81,0.57,0.22
56,1960,62.7,32.4,8,4.4,0.6,0.4,0,1.67,1.5,0.16,0.01
56,1965,61.6,33,7.7,4.4,0.4,0.9,0.2,1.74,1.54,0.19,0.02
56,1970,59.9,33.5,7.7,4.9,0.3,1.6,0.5,1.9,1.62,0.23,0.04
