"SHCODE","YEAR","N0M15","PRIM15","PRICM15","SECM15","SECCM15","HIGHM15","HIGHCM15","TYRM15","PYRM15","SYRM15","HYRM15"
56,1975,57.6,33.4,7.9,7.4,0.8,1.7,0.4,2.14,1.78,0.32,0.04
56,1980,41.5,44.6,10.6,11.1,1.4,2.8,0.6,3.05,2.49,0.5,0.07
56,1985,41,45.1,10.8,9.7,1,4.1,1.5,3.14,2.51,0.52,0.11
56,1990,39.5,43.7,10.5,11.7,0.7,5.2,2.2,3.41,2.64,0.62,0.15
57,1960,88.3,5,1.2,6.5,2.5,0.2,0.1,0.91,0.59,0.31,0.01
57,1965,85.7,7.5,1.6,6.5,2.6,0.3,0.2,1.02,0.68,0.32,0.01
57,1970,73.6,19.7,2.5,6.6,3.7,0.4,0.2,1.47,1.08,0.37,0.01
57,1975,73.5,19.4,3.8,6.8,2.6,0.5,0.2,1.49,1.13,0.34,0.01
57,1980,64.1,23.8,5.3,11.4,3.9,0.8,0.5,2.19,1.61,0.56,0.03
57,1985,23.8,57.5,12.9,18,6,0.7,0.4,4.09,3.24,0.83,0.02
57,1990,29.2,51.6,11.8,18.4,5.6,0.9,0.5,3.92,3.06,0.84,0.03
58,1960,53.8,40.9,7.7,4.3,1.4,0.8,0.3,1.98,1.76,0.2,0.02
58,1965,51.4,43,10.5,4.5,1.5,1,0.4,2.18,1.94,0.22,0.03
58,1970,47.6,46.4,10.1,4.6,1.8,1.3,0.6,2.33,2.05,0.24,0.04
58,1975,42.4,48.6,10.6,7.5,3.9,1.3,0.1,2.71,2.31,0.37,0.03
58,1980,39.1,50.8,10.4,7.4,2.3,2.7,0.7,2.92,2.44,0.4,0.07
58,1985,12.7,59.4,13.4,24.5,13.9,3.4,1.1,5.13,3.86,1.18,0.09
58,1990,12.6,61.6,14.5,21.2,9.7,4.6,1.8,5.02,3.83,1.06,0.13
59,1960,19.1,74.2,16.2,6.2,0.2,0.6,0.2,2.37,2.08,0.27,0.02
59,1965,21,64.8,13.9,13.2,0.5,1,0.4,2.72,2.14,0.55,0.03
59,1970,4.5,83.5,18.8,10.5,0,1.4,0.4,3.02,2.52,0.46,0.03
59,1975,3.5,75.9,17.1,18.6,0.6,2.1,0.7,3.56,2.69,0.82,0.06
59,1980,2.9,71.7,16.4,23.6,1.4,1.7,0.4,3.81,2.77,0.99,0.04
59,1985,3.7,66.1,15.2,28.1,2.2,2,0.9,4.09,2.83,1.2,0.06
59,1990,5.3,59.8,13.7,32.2,2.4,2.8,1.1,4.36,2.87,1.41,0.08
60,1960,36.1,55.5,12.3,6.7,2.1,1.9,0.7,2.97,2.55,0.38,0.05
60,1965,36.6,54.1,14.9,6.8,2.2,2.6,0.8,3.13,2.63,0.43,0.07
60,1970,18.1,65.3,20.2,12.6,6.7,4.1,1.5,4.51,3.57,0.83,0.11
60,1975,18.2,63.5,19,12.2,2.9,6.1,1.8,4.55,3.57,0.82,0.16
60,1980,25.3,45.3,17.6,21.4,6.3,7.9,2.5,5.15,3.64,1.3,0.21
60,1985,18.8,49.9,16.2,21.8,5.9,9.5,3.4,5.52,3.86,1.4,0.26
60,1990,11.8,42.7,20,35.7,14.2,10.3,3.8,7.04,4.64,2.11,0.28
61,1960,56.3,34.7,11.7,5.2,0.6,3.8,2.3,2.4,1.93,0.36,0.12
61,1965,49.5,39,10.7,5.2,0.5,6.3,3.9,2.86,2.18,0.48,0.2
61,1970,48.3,37.8,9.8,7.2,0.5,6.7,3.7,3.03,2.26,0.56,0.21
61,1975,44.7,41.7,10.4,6.4,0.3,7.2,3.5,3.15,2.38,0.56,0.21
61,1980,42.4,42.4,10.4,6.5,0,8.7,3.8,3.38,2.5,0.63,0.25
61,1985,39.2,45.2,11.1,7.2,0.2,8.4,4.6,3.52,2.62,0.64,0.26
61,1990,36.7,46.6,11.4,8.2,0.1,8.6,4.4,3.68,2.74,0.68,0.26
62,1960,23.1,56.2,26.7,18.2,4.5,2.7,1.3,4.66,3.74,0.84,0.08
62,1965,22.6,55.7,14.5,18.5,6.6,3.3,1.5,4.46,3.41,0.95,0.09
62,1970,24.1,52.5,14.7,18,11.8,5.5,3,4.81,3.42,1.22,0.17
62,1975,23.5,50.5,17.1,18.9,5.5,7.1,3,4.94,3.59,1.16,0.2
62,1980,13.4,47.3,24.2,31.5,14.7,7.8,3,6.58,4.51,1.86,0.22
62,1985,13.3,46.5,16.9,30.4,11,9.8,4.3,6.42,4.31,1.83,0.28
62,1990,9.4,41.2,23.3,35.7,19.2,13.7,7.2,7.79,4.9,2.47,0.42
65,1960,7.8,75.2,18.6,15.8,4.8,1.1,0.7,4.83,3.83,0.97,0.04
65,1965,8.9,71.8,18.3,18,3.4,1.3,0.6,4.97,3.86,1.06,0.04
65,1970,5.5,71.4,19.9,21.7,3.9,1.5,0.6,5.44,4.13,1.27,0.04
65,1975,7.2,66.4,23.7,24.3,3.6,2.1,0.8,5.78,4.29,1.44,0.06
65,1980,1,63.5,38.8,32.4,4.5,2.9,1.3,7.19,5.19,1.92,0.08
65,1985,2.8,60.1,22.6,33.9,4.9,3.3,1.7,6.83,4.71,2.02,0.1
65,1990,3.7,54,15.9,38.3,5.4,3.9,1.9,7.05,4.63,2.3,0.12
66,1960,2.1,38.3,17.3,44.8,14.9,14.8,7.3,8.37,5.24,2.68,0.44
66,1965,1.9,35.9,27.4,44.2,15.1,18,8.4,9.02,5.63,2.86,0.53
66,1970,1.4,34,30.6,42,15.7,22.6,10.1,9.55,5.81,3.09,0.65
66,1975,1.8,31.2,19.8,39.7,16.8,27.3,12.6,9.68,5.55,3.34,0.8
66,1980,0.9,5.3,3,64.9,47.7,29.3,14.5,11.91,5.9,5.14,0.88
66,1985,1.4,5.1,2.5,60.9,32.2,32.7,17.1,11.59,5.84,4.75,1
66,1990,0.4,11.7,5.6,36.8,15.7,50.7,28.2,11.97,5.77,4.62,1.58
67,1960,9,71.1,18.6,15.4,4.4,4.4,1.6,5.42,4.53,0.77,0.12
67,1965,9.4,70.2,20.9,14.5,3.8,5.8,2.3,5.58,4.62,0.8,0.16
67,1970,6,68.8,29.8,19.7,5,5.6,2.2,6.35,5.22,0.97,0.16
67,1975,5.9,67.2,22.6,18.8,4.3,8.3,2.9,6.33,5.04,1.06,0.22
67,1980,5.8,60.7,29.4,27,7.5,6.5,2.3,6.97,5.5,1.29,0.18
67,1985,6.7,57.6,22.5,26.1,6.1,9.6,3.2,6.95,5.3,1.39,0.26
67,1990,4.4,51.1,32.2,31.8,7.5,12.5,4.3,8.08,6.02,1.73,0.34
68,1960,21.1,29.6,7.7,47.1,15,2.1,0.8,6.44,4.07,2.31,0.06
68,1965,23.9,32.6,8.2,40.8,12.9,2.7,1.1,5.96,3.83,2.05,0.08
68,1970,25.4,34.7,8.5,35.5,11.3,4.5,1.5,5.72,3.69,1.91,0.12
68,1975,25.4,36.3,8.7,32.1,14.2,6.1,2.5,5.75,3.65,1.94,0.17
68,1980,25.3,40.1,9.5,26.8,8.6,7.8,3.4,5.5,3.56,1.71,0.22
68,1985,23.8,42.8,10.1,24.1,6.6,9.3,4.3,5.52,3.59,1.66,0.27
68,1990,22.4,44.9,10.5,20.9,5.2,11.7,5.1,5.6,3.62,1.64,0.34
69,1960,50.9,34.6,7.1,11.7,1.7,2.7,1.6,2.57,1.77,0.71,0.09
69,1965,46.9,38.5,9.2,12,1.9,2.9,1.7,2.76,1.93,0.74,0.09
69,1970,35.2,49.2,21,13.7,4.3,2.5,1,3.48,2.56,0.85,0.07
69,1975,25.3,63.1,5.2,7.2,1.8,4.4,1.8,3.07,2.29,0.65,0.12
69,1980,26.4,60.2,6.5,8.7,2,4.8,2.1,3.23,2.35,0.75,0.14
69,1985,24.6,61.8,11.5,8,1.7,5.6,2.9,3.44,2.51,0.76,0.17
69,1990,18.7,64.6,6.9,10.3,6.8,6.4,3.4,3.88,2.62,1.06,0.19
70,1960,16.2,56.2,23.4,25,11.1,2.5,1.2,5.36,4.04,1.24,0.08
70,1965,12.8,59.9,18,24.2,8.7,3.2,1.4,5.25,3.98,1.18,0.09
70,1970,9,57.4,15.3,28.8,9.2,4.9,2.2,5.77,4.2,1.43,0.14
70,1975,7.9,59.1,15,26.5,7.5,6.5,2.7,5.8,4.2,1.41,0.18
70,1980,6.4,52.6,13.1,33.1,9,8,3.8,6.42,4.44,1.75,0.24
70,1985,4.1,53.5,13.1,32.9,7.9,9.6,4.5,6.62,4.55,1.8,0.28
70,1990,5.6,50.5,12.4,32.2,7.3,11.8,5.5,6.76,4.52,1.89,0.35
71,1960,29.5,53.8,12.3,14,2.9,2.6,1.5,3.35,2.49,0.78,0.08
71,1965,25.5,60.5,11.3,12,4.5,2,0.9,3.25,2.49,0.69,0.06
71,1970,28.1,58,14.1,11.2,2.3,2.7,1.1,3.23,2.5,0.66,0.08
71,1975,18,54.4,13.3,22.9,5.2,4.7,2,4.5,3.07,1.3,0.13
71,1980,21.8,52.5,12.9,19.9,4.3,5.7,2.5,4.31,2.92,1.22,0.16
71,1985,23.7,50.9,12.6,18.6,3.1,6.9,3.1,4.27,2.86,1.22,0.2
71,1990,26,48.5,12,17.4,2.7,8.2,3.8,4.27,2.79,1.24,0.24
72,1960,28.2,60.1,14.8,9.6,2.8,2.1,1,3.51,2.95,0.5,0.06
72,1965,28.8,59.5,16.3,9.3,2.6,2.4,1.1,3.55,2.98,0.5,0.07
72,1970,28.3,59.8,18.7,8.2,2.3,3.7,1.3,3.71,3.07,0.54,0.1
72,1975,21.7,57.8,24.9,16.1,6.6,4.3,1,4.75,3.7,0.94,0.11
72,1980,16.3,51,37.1,24.2,10.8,8.5,0.7,6.35,4.61,1.56,0.18
72,1985,15.7,51.5,21,19.3,5.3,13.5,4.6,6.05,4.14,1.54,0.36
72,1990,15.6,51.5,15.7,19,4.6,13.8,7.4,5.95,3.99,1.54,0.42
73,1960,8.7,78.8,39.9,11.7,1.8,0.6,0.4,4.74,4.3,0.42,0.02
73,1965,8.2,70.8,16.2,20.3,1.6,0.7,0.3,4.56,3.87,0.68,0.02
73,1970,5.7,74.1,16.9,18.9,1.7,1.2,0.5,4.63,3.94,0.66,0.03
73,1975,7.3,67,15.4,23.8,2.4,1.8,0.7,4.91,4.01,0.85,0.05
73,1980,4,66.9,15.2,26.9,2.7,2.3,1.2,5.26,4.21,0.98,0.07
73,1985,5.9,59.7,13.5,32.1,3.3,2.2,1.2,5.47,4.26,1.14,0.07
73,1990,6.5,56.6,12.8,34.1,3.8,2.8,1.2,5.62,4.3,1.24,0.08
74,1960,15.4,72.2,17.7,10.7,3.4,1.6,0.9,4,3.43,0.52,0.05
74,1965,16.7,71.5,15.5,9.8,3.2,2,1,3.89,3.32,0.51,0.06
74,1970,10.6,71.7,13.6,15.1,5.7,2.6,1.4,4.48,3.62,0.78,0.08
74,1975,10.1,72.6,18.2,13.8,4.1,3.5,1.6,4.61,3.76,0.75,0.1
74,1980,8.4,65.6,18.4,22.3,6.8,3.8,1.6,5.29,4.08,1.1,0.11
74,1985,8.9,65.1,15.4,21.3,5.7,4.7,2.3,5.22,3.98,1.1,0.14
74,1990,9.6,64.7,15.6,20.4,5.4,5.3,3,5.21,3.95,1.09,0.17
75,1960,25.1,57.8,14.7,13.9,4.7,3.2,1.5,3.97,3.2,0.67,0.09
75,1965,27.4,55,15.1,13.5,4.4,4.2,1.8,3.98,3.16,0.7,0.12
75,1970,17.5,53.3,19,23.7,10.6,5.5,2.2,5.28,3.92,1.2,0.16
75,1975,17.5,54.9,17.2,19.9,7.4,7.6,3,5.15,3.81,1.13,0.21
75,1980,10.6,43.9,17.9,34,13.6,11.6,5.1,6.79,4.58,1.87,0.33
75,1985,10.5,47.8,14.1,27.2,9.6,14.5,6.3,6.51,4.36,1.73,0.42
75,1990,7.8,53.6,13.8,19.3,5.2,19.4,8,6.54,4.34,1.65,0.55
77,1960,9.3,63.2,17,24.4,4.2,3.1,1.3,5.39,4.06,1.25,0.09
77,1965,11.4,67.5,22.8,17.4,2.7,3.7,1.8,5.06,3.98,0.97,0.11
77,1970,13.7,56.5,17.8,25.3,3.7,4.5,2.1,5.51,4.02,1.36,0.13
77,1975,7.7,61.5,26.9,24.9,3.4,5.9,2.6,6.08,4.5,1.42,0.17
77,1980,6.3,61.8,19.2,24.8,3,7,3.4,6.02,4.34,1.47,0.21
77,1985,5,53,14.3,34.9,4,7,1.3,6.6,4.54,1.9,0.17
77,1990,5.7,49.8,12.7,34.2,3.3,10.2,4.1,6.88,4.54,2.05,0.29
78,1960,37.4,51.7,19.3,8.7,2.6,2,0.8,3.25,2.78,0.41,0.06
78,1965,35.8,51.7,15,9.4,1.9,3,1.1,3.29,2.74,0.47,0.08
78,1970,51.1,27.7,7.8,17.7,4.8,3.4,0.7,3.21,2.33,0.8,0.08
78,1975,47.4,29.1,7.8,17.3,3.9,6.1,1.8,3.57,2.51,0.9,0.16
78,1980,16.3,46.3,11.4,30.1,7.3,7.3,2.1,5.58,3.97,1.41,0.19
78,1985,17.5,45.7,11.2,25.9,5.6,10.9,4,5.65,3.91,1.43,0.3
78,1990,17.2,58.2,14.2,14,3.4,10.4,3.5,4.92,3.64,1.01,0.28
79,1960,73.4,10.8,3.8,9.6,3.5,6.2,4.4,2.36,1.39,0.76,0.21
79,1965,76.2,10.6,3.9,8.2,2.9,5,3.5,2.04,1.23,0.64,0.17
79,1970,76.6,10.6,4.6,8.2,2.6,4.4,3,1.95,1.21,0.59,0.15
79,1975,76.1,11.4,7,8.7,3.6,3.9,2.6,2.03,1.3,0.6,0.13
79,1980,71.7,17.8,2.2,4.3,0.7,6.1,4.1,1.95,1.23,0.52,0.2
79,1985,68.4,21,5.2,5.3,1.2,5.3,3.5,2.11,1.42,0.51,0.18
79,1990,70.6,19,6.3,5.7,1.6,4.7,3,2.03,1.38,0.5,0.15
80,1960,81.7,12.1,6.6,2.8,0.1,3.4,1.6,1.23,0.93,0.19,0.1
80,1965,71.6,14.1,10.2,11.2,1.1,3.1,1.4,2.05,1.59,0.37,0.09
80,1970,56.1,17.3,7.4,22.2,7.3,4.4,2.1,3.24,2.34,0.77,0.13
80,1975,48.8,23.1,8.9,24.3,8.4,3.8,1.6,3.55,2.64,0.8,0.11
80,1980,47.3,21.6,7.8,27.1,10,4,1.5,3.76,2.74,0.9,0.11
80,1985,44.6,20.6,7.2,30.5,11.8,4.3,1.7,4.06,2.92,1.02,0.12
80,1990,29.9,35.1,12.1,26.6,9.6,8.5,3.3,4.81,3.52,1.06,0.24
81,1960,78.6,14.7,4,6.1,1.4,0.7,0.4,1.04,0.8,0.22,0.02
81,1965,73.1,17.2,4.6,8.9,1.9,0.8,0.4,1.36,1.03,0.31,0.02
81,1970,77.4,9.3,2.5,12.1,2.5,1.2,0.5,1.41,0.96,0.42,0.03
81,1975,67.8,13.9,3.7,17.1,3.5,1.5,0.7,2,1.37,0.59,0.04
81,1980,56,20.7,5.4,21.5,7.9,1.8,0.7,2.7,1.82,0.83,0.05
81,1985,52.1,24.3,6.4,20.9,6.3,2.8,1,2.84,1.95,0.82,0.08
81,1990,49.2,27.4,7.2,20.2,6.2,3.2,1.6,2.96,2.04,0.82,0.1
82,1960,66.8,19.4,5,13,4.6,0.7,0.4,1.54,1.04,0.48,0.02
82,1965,64.8,21.4,5.5,12.9,4.2,0.8,0.4,1.58,1.09,0.47,0.03
82,1970,61.5,23.9,6.2,13.4,4.1,1.1,0.5,1.71,1.18,0.49,0.03
82,1975,65.3,16.8,4.3,17.6,4.2,0.4,0,1.71,1.14,0.56,0.01
82,1980,60,22.2,5.6,16.7,5.5,1.2,0.1,1.91,1.27,0.61,0.03
82,1985,43.4,31,7.9,23.7,8.3,2,0.8,2.77,1.81,0.9,0.06
82,1990,38.6,37.3,9.5,21.5,7.5,2.6,1.2,2.83,1.9,0.86,0.08
83,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.2,0.9,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.04
83,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.2,0.9,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.04
83,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.1,0.8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.04
83,1975,28.3,31.5,11.3,39,11.8,1.2,0.8,5.33,3.69,1.6,0.04
83,1980,21.5,35.6,12.8,41.4,11.9,1.3,0.9,5.74,4.02,1.68,0.04
83,1985,21.4,36,12.8,41.2,13.2,1.4,0.9,5.78,4.02,1.72,0.05
83,1990,8,35.8,12.7,53.1,17.6,3.1,2.4,7.25,4.83,2.31,0.11
84,1960,8.6,57.3,29,28.1,12.3,6.2,3.4,6.93,4.65,2.09,0.19
84,1965,11.2,48.2,28.4,33.8,17.3,6.9,3.9,7.47,4.74,2.52,0.22
84,1970,10.8,45.9,27.9,39.6,22.3,3.9,1.5,7.62,4.82,2.69,0.11
84,1975,9.3,43.5,23.5,42.6,23.3,4.6,1.5,7.88,4.84,2.92,0.12
84,1980,7.5,36.8,23.2,47.5,26.2,8.1,3.7,8.83,5.13,3.46,0.24
84,1985,7,30.8,16.5,53.7,24.5,8.6,4,9.18,5.16,3.78,0.25
84,1990,7.3,26,13.3,53.7,31,12.9,6.8,9.77,5.17,4.2,0.39
85,1960,58.5,36.4,12.5,4.7,0.2,0.3,0,2.53,2.36,0.17,0.01
85,1965,53.5,39.2,13.5,6.9,0.5,0.4,0,2.95,2.69,0.25,0.01
85,1970,52.9,36.9,13.6,8.4,1.5,1.8,0.1,3.27,2.83,0.4,0.04
85,1975,49.2,37.9,14.4,9.7,2,3.3,1,3.77,3.13,0.55,0.09
85,1980,54.4,16.1,6.2,25.9,8.2,3.5,1.1,4.57,3.25,1.23,0.09
85,1985,49.8,20.3,7.9,25.1,7.9,4.7,2,4.92,3.52,1.27,0.13
85,1990,43.8,24.4,9.6,26.6,8,5.1,2.8,5.4,3.9,1.34,0.16
86,1960,56.2,39,16.5,4.8,1.1,0.2,0,2.16,1.97,0.19,0
86,1965,51.6,41.9,19,5.6,1.5,0.9,0.1,2.5,2.22,0.27,0.02
86,1970,33,55.9,26.8,10.3,3.3,0.7,0,3.6,3.14,0.45,0.01
86,1975,32.1,55,23.2,11.8,3.9,1.1,0.2,3.68,3.12,0.53,0.03
86,1980,21.9,61.2,25.4,15.8,6.9,0.9,0.1,4.35,3.6,0.73,0.02
86,1985,9.6,77.4,29,12.7,6.5,0.1,0,4.54,3.96,0.58,0
86,1990,7.4,74.8,36,15.8,4.4,1.9,0,5.14,4.39,0.72,0.04
87,1960,83.1,10.4,6,5.6,1.8,0.8,0.4,1.18,0.88,0.27,0.02
87,1965,74.3,15.1,8.4,9.2,4.2,1.4,0.7,1.87,1.34,0.49,0.04
87,1970,70.7,14.8,6.5,12.7,3.8,1.8,0.8,2.16,1.51,0.6,0.05
87,1975,61.8,16.8,6.4,18.8,5.3,2.6,1,2.93,1.98,0.88,0.07
87,1980,53.1,21.5,7.7,22.4,8.4,3,1.4,3.6,2.4,1.11,0.09
87,1985,47.9,23,8,25.7,10.5,3.5,1.7,4.07,2.68,1.29,0.1
87,1990,40,26.7,9.2,28,11.3,5.4,2,4.73,3.08,1.5,0.15
88,1960,94.2,2.2,0.7,2.6,0.2,1,0.3,0.46,0.3,0.13,0.03
88,1965,82.1,10.4,3.3,5.8,0.5,1.8,0.5,1.18,0.86,0.27,0.05
88,1970,69.9,18.9,6,8.5,1.7,2.7,1,1.91,1.42,0.42,0.07
88,1975,60.9,23.4,7.4,11.5,2.4,4.1,1.5,2.57,1.86,0.6,0.11
88,1980,48.5,26.6,8.4,19.5,3.6,5.3,2.3,3.62,2.54,0.92,0.15
88,1985,37.9,31.1,9.5,23.7,6.4,7.2,3,4.48,3.07,1.2,0.2
88,1990,32.2,33.3,10,25.9,8.1,8.5,4,4.98,3.37,1.37,0.25
89,1960,9.9,45,20.5,34.1,15.1,11,4.9,7.98,6.23,1.43,0.32
89,1965,12.6,44.1,16.2,31.7,13.4,11.7,4.7,7.58,5.88,1.37,0.33
89,1970,8.3,36.2,12,41.5,17.4,14.2,5.8,8.53,6.38,1.75,0.4
89,1975,7.7,31.9,10.2,43.3,18.4,17.1,7.2,8.92,6.52,1.92,0.49
89,1980,3.8,26.4,8.2,48.5,21,21.4,9.4,9.83,6.97,2.24,0.62
89,1985,5.9,26.1,8.2,45.1,19.1,22.9,9.8,9.67,6.81,2.2,0.65
89,1990,7.2,25,7.8,43.9,17.6,23.9,10.4,9.61,6.74,2.19,0.69
90,1960,1.1,45.4,22.1,44.4,26.7,9,5,8.18,5.23,2.67,0.28
90,1965,0.9,41,19.4,47.8,9.6,10.2,5.5,7.94,5.29,2.33,0.31
90,1970,0.8,45.7,21.4,41.1,8.5,12.4,6.5,7.83,5.22,2.23,0.38
90,1975,0.8,42.1,19.6,42.2,9.3,14.9,8.1,8.17,5.28,2.44,0.46
90,1980,0.1,36.6,17.1,43.2,9.6,20.2,13.4,8.87,5.41,2.79,0.67
90,1985,0.1,33.4,15.6,45,10,21.5,14.8,9.13,5.46,2.94,0.73
90,1990,0.1,34.2,15.9,46.9,10.4,18.8,14.4,8.96,5.45,2.85,0.66
91,1960,53.8,24,14.9,20.8,5.6,1.2,0.7,3.39,2.49,0.86,0.04
91,1965,46.5,26.1,10.7,25.9,6.7,1.4,0.7,3.84,2.74,1.06,0.04
91,1970,39.1,30.1,11,29.1,8.8,1.6,0.8,4.36,3.08,1.24,0.05
91,1975,32.4,31.3,11,32.6,9.7,3.6,0.9,5.02,3.44,1.49,0.09
91,1980,37.5,23,8,31.5,11,8,1.6,5.24,3.3,1.75,0.19
91,1985,30,26.7,9.2,29.4,8.9,13.8,4.4,6.02,3.67,1.98,0.37
91,1990,29,20.4,7,35.6,10.6,15,8.2,6.61,3.86,2.29,0.47
92,1960,31.4,38.1,34.3,25.9,12,4.7,2.5,5.57,4,1.42,0.14
92,1965,22.2,37.3,35.6,33.8,12.6,6.5,3.8,6.6,4.61,1.78,0.21
92,1970,25,35,16.1,32.5,12,7.6,4.3,5.97,3.94,1.79,0.24
92,1975,11,31.4,15,47.4,18.4,10.2,6,7.76,4.85,2.59,0.32
92,1980,8.2,23.4,12.2,54.8,32.9,13.6,7.2,9.05,5.18,3.45,0.42
92,1985,6.5,17.6,11.5,56.9,25.1,18.9,8.6,9.57,5.42,3.59,0.55
92,1990,4,12.5,12,64.2,48.4,19.3,9,10.85,5.75,4.54,0.57
93,1960,35,47,20.5,13.4,4.9,4.6,3.1,3.33,2.07,1.1,0.16
93,1965,36.4,45.1,16.7,14.5,5.5,4.1,2.8,3.25,1.98,1.13,0.14
93,1970,36.3,39.7,10.4,19.7,6.1,4.3,2.6,3.48,1.96,1.38,0.14
93,1975,56.8,13.1,3.6,24,10.6,6.2,3.4,3.61,1.54,1.88,0.19
93,1980,49.8,10.8,3.4,30.8,14.4,8.8,5.2,4.66,1.87,2.51,0.28
93,1985,47.2,7.9,2.6,33.5,18,11.4,7,5.34,2,2.97,0.37
93,1990,43.4,8.3,2.8,37.1,18,11.2,7.1,5.62,2.16,3.1,0.37
94,1960,29.9,52.6,20.6,15,4.8,2.4,1.8,4.18,3.24,0.86,0.08
94,1965,22.5,57,23.3,18.1,5.4,2.3,1.7,4.7,3.64,0.98,0.08
94,1970,17.9,58.1,25.4,21.8,6.9,2.2,1.6,5.18,3.94,1.16,0.08
94,1975,16.2,56,28.4,25.2,9.1,2.6,1.6,5.66,4.2,1.38,0.08
94,1980,14.1,54.3,37.3,28.6,12.2,2.9,1.8,6.37,4.64,1.63,0.09
94,1985,11.5,53.2,30.7,31.7,13.3,3.5,2.1,6.56,4.63,1.82,0.11
94,1990,9.5,52.3,27.8,34.1,14.2,4.1,2.5,6.81,4.7,1.98,0.13
95,1960,96.9,0.9,0.2,1.8,0.2,0.3,0.1,0.21,0.16,0.04,0.01
95,1965,95.5,1.8,0.5,2.2,0.5,0.5,0.2,0.3,0.23,0.06,0.01
95,1970,95,1.6,0.4,3.4,0.5,0.3,0,0.35,0.28,0.07,0.01
95,1975,90.6,3.8,1,4.9,0.9,0.7,0.1,0.61,0.48,0.11,0.02
95,1980,74.8,11.7,3.2,11.4,2.8,2,0.9,1.58,1.25,0.27,0.06
95,1985,65.5,18.9,5.1,12.8,3.2,2.8,1.2,2.06,1.66,0.32,0.08
95,1990,58.1,23.3,6.2,15,3.6,3.6,1.6,2.49,2,0.39,0.1
97,1960,73.5,20.7,2.5,5.3,1.1,0.5,0.2,1.21,0.87,0.32,0.01
97,1965,72.2,20.7,11,6.3,1.5,0.8,0.4,1.57,1.15,0.4,0.02
97,1970,68.1,19.6,14.2,7.8,2.3,4.6,3.5,2.37,1.46,0.75,0.16
97,1975,64.9,21.6,11.1,9.4,2.2,4.1,3.1,2.44,1.49,0.8,0.15
97,1980,64.4,13.2,5.8,19.9,6.5,2.5,1.6,2.98,1.6,1.3,0.08
97,1985,61.7,15,6.1,20.2,5.8,3.2,1.7,3.14,1.69,1.35,0.1
97,1990,39.7,18.7,7.5,39.2,21.9,2.4,1.5,5.38,2.73,2.57,0.08
98,1960,23.1,53.6,22.6,16.5,6.3,6.8,2.9,4.6,3.68,0.73,0.19
98,1965,21.3,54.5,21.3,16,5.6,8.2,3.3,4.72,3.73,0.76,0.23
98,1970,16.6,59.3,19,14.7,6.1,9.3,3.9,4.85,3.79,0.79,0.26
98,1975,9.1,53.4,21.3,25.2,10.9,12.2,5.8,6.06,4.49,1.21,0.36
98,1980,7.7,48.7,21.1,27.7,11.1,15.7,6.8,6.55,4.7,1.4,0.45
98,1985,7.4,48.1,22.4,26.1,9.2,18.3,7.6,6.74,4.78,1.44,0.52
98,1990,6.9,47,22.8,26.7,9.1,19.3,8.9,6.91,4.85,1.49,0.56
100,1960,30.6,28.7,11.4,40.7,12.8,0,0,5.53,3.65,1.88,0
100,1965,26,32.1,12.7,40.3,11.6,1.5,0.2,5.82,3.85,1.94,0.03
100,1970,21.8,35.8,14.1,39.7,11.3,2.7,0.9,6.1,4.04,1.98,0.07
100,1975,18.1,38.6,15.2,39.3,11.1,3.9,1.5,6.35,4.21,2.03,0.11
100,1980,26.7,28,11,40.3,11.6,4.9,2.3,6.17,3.89,2.14,0.14
100,1985,21.4,30.1,11.9,42.1,12.9,6.3,3,6.67,4.17,2.32,0.19
100,1990,17.5,42.5,16.7,34.9,11.5,5.1,2.1,6.25,4.18,1.93,0.14
101,1960,17.2,52.1,8.3,30.1,10.5,0.4,0.2,4.5,3.04,1.45,0.01
101,1965,18.3,51.4,15.5,29.7,10.2,0.6,0.2,4.65,3.19,1.44,0.02
